,Num,Chr,Start,Stop,Crossover_sites,Size
9043,3483363,1,24340996,24341542,24341269,546
9044,3483363,2,2291752,2291982,2291867,230
9045,3483363,3,9046552,9046765,9046658,213
9046,3483363,4,7993073,7993107,7993090,34
9047,3483363,4,14523426,14523624,14523525,198
9048,3483363,5,16881844,16882212,16882028,368
9049,3483364,1,7744572,7744809,7744690,237
9050,3483364,1,9106846,9109017,9107931,2171
9051,3483364,2,6398255,6398348,6398301,93
9052,3483364,3,16581125,16581444,16581284,319
9053,3483364,4,1252017,1253273,1252645,1256
9054,3483364,4,15579344,15582971,15581157,3627
9055,3483364,5,10454682,10455378,10455030,696
9056,3483364,5,15825511,15826269,15825890,758
9057,3483364,5,26174289,26174853,26174571,564
9058,3483365,1,17599064,17599405,17599234,341
9059,3483365,2,11859177,11859329,11859253,152
9060,3483365,3,4374412,4375927,4375169,1515
9061,3483365,3,18499927,18500210,18500068,283
9062,3483365,4,1023218,1023562,1023390,344
9063,3483365,4,17392530,17393849,17393189,1319
9064,3483365,5,733600,734336,733968,736
9065,3483365,5,5995980,5997263,5996621,1283
9066,3483366,1,371972,372675,372323,703
9067,3483366,1,8136876,8137078,8136977,202
9068,3483366,2,10381894,10382269,10382081,375
9069,3483366,3,5510902,5512149,5511525,1247
9070,3483366,4,433383,433497,433440,114
9071,3483366,5,7550048,7550198,7550123,150
9072,3483366,5,9257686,9258981,9258333,1295
9073,3483366,5,15842641,15845095,15843868,2454
9074,3483367,1,2439590,2441778,2440684,2188
9075,3483367,1,22921777,22924665,22923221,2888
9076,3483367,2,13640032,13640115,13640073,83
9077,3483367,3,7594758,7595325,7595041,567
9078,3483367,3,16366756,16367037,16366896,281
9079,3483367,4,14847219,14847645,14847432,426
9080,3483367,5,2195262,2195750,2195506,488
9081,3483367,5,23268007,23268622,23268314,615
9082,3483368,1,24885832,24885854,24885843,22
9083,3483368,2,9514693,9515617,9515155,924
9084,3483368,2,18656755,18657240,18656997,485
9085,3483368,3,1516972,1522032,1519502,5060
9086,3483368,3,19574671,19574820,19574745,149
9087,3483368,4,7272687,7274195,7273441,1508
9088,3483369,1,3743416,3744550,3743983,1134
9089,3483369,2,1492785,1493004,1492894,219
9090,3483369,2,19010975,19013031,19012003,2056
9091,3483369,3,11790699,11790772,11790735,73
9092,3483369,5,16268718,16271231,16269974,2513
9093,3483369,5,18005535,18006503,18006019,968
9094,3483370,1,28416119,28417353,28416736,1234
9095,3483370,3,3138931,3139243,3139087,312
9096,3483370,3,8768022,8768826,8768424,804
9097,3483370,3,21838230,21847285,21842757,9055
9098,3483370,4,5318038,5318062,5318050,24
9099,3483370,4,15569081,15569347,15569214,266
9100,3483370,5,2981523,2981787,2981655,264
9101,3483370,5,17145954,17146535,17146244,581
9102,3483370,5,22971650,22971899,22971774,249
9103,3483371,1,24187873,24187891,24187882,18
9104,3483371,1,26351694,26351806,26351750,112
9105,3483371,2,9515829,9516312,9516070,483
9106,3483371,2,11228511,11231093,11229802,2582
9107,3483371,2,17629497,17629872,17629684,375
9108,3483371,3,11237473,11238496,11237984,1023
9109,3483371,5,5457767,5458009,5457888,242
9110,3483371,5,13933706,13933781,13933743,75
9111,3483372,1,12708448,12708696,12708572,248
9112,3483372,2,7597444,7597734,7597589,290
9113,3483372,3,16545060,16545469,16545264,409
9114,3483372,3,17584330,17584781,17584555,451
9115,3483372,4,10973055,10973238,10973146,183
9116,3483372,5,10296719,10299341,10298030,2622
9117,3483372,5,15257002,15258116,15257559,1114
9118,3483373,1,11448840,11449170,11449005,330
9119,3483373,2,6285965,6287891,6286928,1926
9120,3483373,2,9203086,9204799,9203942,1713
9121,3483373,3,1584064,1584102,1584083,38
9122,3483373,3,17516102,17516359,17516230,257
9123,3483373,3,23250252,23250553,23250402,301
9124,3483373,4,5196392,5196870,5196631,478
9125,3483373,5,669,793,731,124
9126,3483374,1,10939329,10940875,10940102,1546
9127,3483374,1,21648207,21648639,21648423,432
9128,3483374,2,1700015,1700235,1700125,220
9129,3483374,3,15334594,15335945,15335269,1351
9130,3483374,4,5386727,5386781,5386754,54
9131,3483374,5,4979346,4979766,4979556,420
9132,3483374,5,15850841,15851235,15851038,394
9133,3483375,1,2787761,2801647,2794704,13886
9134,3483375,1,10681643,10683356,10682499,1713
9135,3483375,1,29315974,29316467,29316220,493
9136,3483375,2,868048,869011,868529,963
9137,3483375,2,6006100,6006328,6006214,228
9138,3483375,3,1833444,1833836,1833640,392
9139,3483375,4,5377175,5378586,5377880,1411
9140,3483375,4,14493406,14494339,14493872,933
9141,3483375,5,7174882,7178907,7176894,4025
9142,3483375,5,15782332,15783220,15782776,888
9143,3483375,5,16943850,16944011,16943930,161
9144,3483376,1,2748640,2748910,2748775,270
9145,3483376,1,29175141,29175354,29175247,213
9146,3483376,2,493516,493537,493526,21
9147,3483376,2,14206394,14208210,14207302,1816
9148,3483376,3,1403879,1405005,1404442,1126
9149,3483376,3,6507620,6507634,6507627,14
9150,3483376,3,8966096,8966155,8966125,59
9151,3483376,3,19528164,19530993,19529578,2829
9152,3483376,4,390127,390891,390509,764
9153,3483376,5,1263936,1264138,1264037,202
9154,3483376,5,8445709,8445842,8445775,133
9155,3483377,1,8297613,8298417,8298015,804
9156,3483377,1,17858993,17859705,17859349,712
9157,3483377,1,26983654,26986571,26985112,2917
9158,3483377,2,242578,242636,242607,58
9159,3483377,2,16813581,16817826,16815703,4245
9160,3483377,3,6857013,6859329,6858171,2316
9161,3483377,3,10431706,10432254,10431980,548
9162,3483377,3,21037757,21042731,21040244,4974
9163,3483377,4,6517191,6517515,6517353,324
9164,3483377,5,21353184,21353480,21353332,296
9165,3483378,1,18797485,18797601,18797543,116
9166,3483378,2,6451025,6451890,6451457,865
9167,3483378,2,13779331,13782937,13781134,3606
9168,3483378,3,5066906,5066933,5066919,27
9169,3483378,3,21909794,21912239,21911016,2445
9170,3483378,4,5703915,5704374,5704144,459
9171,3483378,4,9336090,9338573,9337331,2483
9172,3483378,4,13720574,13721022,13720798,448
9173,3483378,5,7900780,7901399,7901089,619
9174,3483378,5,20980548,20980600,20980574,52
9175,3483379,2,9882390,9882658,9882524,268
9176,3483379,3,5649244,5649245,5649244,1
9177,3483379,3,23170265,23170730,23170497,465
9178,3483379,4,10709123,10710309,10709716,1186
9179,3483379,4,16469070,16474672,16471871,5602
9180,3483380,1,5383991,5384392,5384191,401
9181,3483380,1,28314640,28315680,28315160,1040
9182,3483380,2,7255782,7256731,7256256,949
9183,3483380,2,9720104,9720822,9720463,718
9184,3483380,3,9200946,9200962,9200954,16
9185,3483380,5,977816,978222,978019,406
9186,3483380,5,16803923,16804319,16804121,396
9187,3483381,1,9844262,9844482,9844372,220
9188,3483381,1,19461023,19467837,19464430,6814
9189,3483381,1,27529678,27529916,27529797,238
9190,3483381,2,9895092,9895343,9895217,251
9191,3483381,2,15966332,15967927,15967129,1595
9192,3483381,3,11096377,11096565,11096471,188
9193,3483381,4,1465100,1465412,1465256,312
9194,3483381,4,5341750,5342103,5341926,353
9195,3483381,5,417644,419049,418346,1405
9196,3483381,5,6379461,6379714,6379587,253
9197,3483382,2,5386259,5386294,5386276,35
9198,3483382,2,17822618,17824070,17823344,1452
9199,3483382,3,3040492,3041090,3040791,598
9200,3483382,3,11512693,11512787,11512740,94
9201,3483382,3,16204203,16204219,16204211,16
9202,3483382,4,8122665,8123210,8122937,545
9203,3483382,4,8212799,8212848,8212823,49
9204,3483382,5,14929297,14929951,14929624,654
9205,3483383,3,11781091,11781426,11781258,335
9206,3483383,3,20774202,20774367,20774284,165
9207,3483383,4,17577886,17578612,17578249,726
9208,3483383,5,9521901,9521934,9521917,33
9209,3483383,5,15400024,15400407,15400215,383
9210,3483383,5,16708335,16708476,16708405,141
9211,3483384,2,19150254,19150593,19150423,339
9212,3483384,3,5889015,5891680,5890347,2665
9213,3483384,3,11720789,11721099,11720944,310
9214,3483384,3,17998923,17998989,17998956,66
9215,3483384,4,7257361,7257487,7257424,126
9216,3483384,5,5994710,5995980,5995345,1270
9217,3483384,5,14090348,14090750,14090549,402
9218,3483384,5,14528402,14530678,14529540,2276
9219,3483384,5,14796826,14796977,14796901,151
9220,3483384,5,18925936,18926048,18925992,112
9221,3483385,1,18451216,18451463,18451339,247
9222,3483385,2,329198,332300,330749,3102
9223,3483385,2,7359849,7360495,7360172,646
9224,3483385,3,8910864,8910934,8910899,70
9225,3483385,4,930383,931527,930955,1144
9226,3483385,4,8892026,8892270,8892148,244
9227,3483385,5,737142,737384,737263,242
9228,3483385,5,21976513,21977408,21976960,895
9229,3483386,1,9881296,9881352,9881324,56
9230,3483386,1,12514546,12515051,12514798,505
9231,3483386,2,1181511,1181523,1181517,12
9232,3483386,2,6480928,6481791,6481359,863
9233,3483386,2,19334555,19334748,19334651,193
9234,3483386,3,16531603,16533277,16532440,1674
9235,3483386,4,10699164,10699452,10699308,288
9236,3483386,5,7954292,7956287,7955289,1995
9237,3483386,5,8527678,8527705,8527691,27
9238,3483386,5,21383162,21386142,21384652,2980
9239,3483386,5,24934839,24936028,24935433,1189
9240,3483386,5,25634603,25635239,25634921,636
9241,3483387,1,1529592,1529709,1529650,117
9242,3483387,1,19814714,19816257,19815485,1543
9243,3483387,1,29334887,29337106,29335996,2219
9244,3483387,3,6753926,6754140,6754033,214
9245,3483387,3,11789317,11790772,11790044,1455
9246,3483387,5,8013476,8013700,8013588,224
9247,3483387,5,9571509,9572687,9572098,1178
9248,3483387,5,20482786,20483732,20483259,946
9249,3483387,5,21112231,21112435,21112333,204
9250,3483388,1,17335349,17335500,17335424,151
9251,3483388,1,24249859,24250519,24250189,660
9252,3483388,2,9698185,9698461,9698323,276
9253,3483388,2,17108224,17109106,17108665,882
9254,3483388,3,15966976,15967176,15967076,200
9255,3483388,3,16020128,16020275,16020201,147
9256,3483388,4,1060206,1060296,1060251,90
9257,3483388,4,6247516,6248164,6247840,648
9258,3483388,5,564532,565504,565018,972
9259,3483389,1,10610021,10610317,10610169,296
9260,3483389,1,17482076,17484564,17483320,2488
9261,3483389,1,27141059,27141778,27141418,719
9262,3483389,2,8183508,8183562,8183535,54
9263,3483389,2,9716617,9716739,9716678,122
9264,3483389,2,18465504,18466605,18466054,1101
9265,3483389,3,136344,137527,136935,1183
9266,3483389,3,7601915,7601969,7601942,54
9267,3483389,5,2184556,2184572,2184564,16
9268,3483389,5,15261486,15263021,15262253,1535
9269,3483389,5,16597126,16597298,16597212,172
9270,3483389,5,21718434,21719531,21718982,1097
9271,3483390,1,1562334,1562356,1562345,22
9272,3483390,1,17295097,17295100,17295098,3
9273,3483390,2,2294138,2294167,2294152,29
9274,3483390,3,18428383,18429734,18429058,1351
9275,3483390,4,615549,615629,615589,80
9276,3483390,4,7340317,7340364,7340340,47
9277,3483390,5,9458251,9459538,9458894,1287
9278,3483391,1,4780515,4780613,4780564,98
9279,3483391,2,6385364,6385409,6385386,45
9280,3483391,3,2887350,2887800,2887575,450
9281,3483391,4,17116747,17117241,17116994,494
9282,3483391,5,15007044,15008683,15007863,1639
9283,3483392,2,750574,750593,750583,19
9284,3483392,2,783797,787712,785754,3915
9285,3483392,4,86622,87255,86938,633
9286,3483392,5,3405494,3406108,3405801,614
9287,3483392,5,6061335,6061837,6061586,502
9288,3483392,5,15788863,15788868,15788865,5
9289,3483393,1,10209791,10211457,10210624,1666
9290,3483393,1,11468661,11468736,11468698,75
9291,3483393,1,26732602,26734979,26733790,2377
9292,3483393,2,13953065,13953841,13953453,776
9293,3483393,3,8647510,8647596,8647553,86
9294,3483393,3,11729668,11729924,11729796,256
9295,3483393,4,884457,884488,884472,31
9296,3483393,4,7365621,7366048,7365834,427
9297,3483393,5,5133096,5133357,5133226,261
9298,3483393,5,7825571,7826741,7826156,1170
9299,3483393,5,22873081,22873108,22873094,27
9300,3483394,3,19574671,19575572,19575121,901
9301,3483394,4,197853,198239,198046,386
9302,3483394,4,5425362,5425377,5425369,15
9303,3483394,5,1601661,1602678,1602169,1017
9304,3483395,1,7502755,7503589,7503172,834
9305,3483395,2,12285519,12285530,12285524,11
9306,3483395,3,6906574,6907138,6906856,564
9307,3483395,4,624630,625415,625022,785
9308,3483395,4,11673325,11674206,11673765,881
9309,3483395,5,25126957,25127228,25127092,271
9310,3483396,1,1550655,1550920,1550787,265
9311,3483396,1,17327253,17328165,17327709,912
9312,3483396,1,18131031,18131072,18131051,41
9313,3483396,2,256238,256331,256284,93
9314,3483396,3,16569271,16569407,16569339,136
9315,3483396,5,24311084,24311828,24311456,744
9316,3483397,1,10351539,10351606,10351572,67
9317,3483397,1,21097075,21097258,21097166,183
9318,3483397,1,27101504,27101512,27101508,8
9319,3483397,2,162552,162726,162639,174
9320,3483397,2,1679090,1679153,1679121,63
9321,3483397,3,7148161,7148614,7148387,453
9322,3483397,4,7285374,7285536,7285455,162
9323,3483397,5,576458,576612,576535,154
9324,3483397,5,1598062,1598180,1598121,118
9325,3483398,1,28169678,28170031,28169854,353
9326,3483398,2,6802673,6805048,6803860,2375
9327,3483398,2,15682550,15682578,15682564,28
9328,3483398,3,21809,23291,22550,1482
9329,3483398,3,9401638,9401770,9401704,132
9330,3483398,4,5357584,5358187,5357885,603
9331,3483398,4,7747731,7748377,7748054,646
9332,3483398,4,18302629,18302750,18302689,121
9333,3483398,5,8723286,8723672,8723479,386
9334,3483399,1,7827397,7827448,7827422,51
9335,3483399,1,26818560,26820348,26819454,1788
9336,3483399,1,29252293,29255461,29253877,3168
9337,3483399,2,2230932,2230966,2230949,34
9338,3483399,2,10296822,10297439,10297130,617
9339,3483399,2,16315713,16317948,16316830,2235
9340,3483399,3,2857360,2858901,2858130,1541
9341,3483399,3,7607786,7607855,7607820,69
9342,3483399,3,8229263,8229378,8229320,115
9343,3483399,3,18206229,18207691,18206960,1462
9344,3483399,4,5659533,5659554,5659543,21
9345,3483399,5,26024125,26028311,26026218,4186
9346,3483400,1,6787092,6787107,6787099,15
9347,3483400,2,661709,661989,661849,280
9348,3483400,2,6693217,6693474,6693345,257
9349,3483400,2,16645983,16646375,16646179,392
9350,3483400,3,16868540,16868622,16868581,82
9351,3483400,4,6858404,6858669,6858536,265
9352,3483400,5,10749016,10749119,10749067,103
9353,3483400,5,14121095,14121119,14121107,24
9354,3483400,5,26754565,26754603,26754584,38
9355,3483401,1,12536143,12536172,12536157,29
9356,3483401,1,16594063,16594181,16594122,118
9357,3483401,2,5706706,5706797,5706751,91
9358,3483401,3,11104534,11105372,11104953,838
9359,3483401,3,15707253,15707874,15707563,621
9360,3483401,5,6368036,6370647,6369341,2611
9361,3483401,5,13884274,13884377,13884325,103
9362,3483402,1,8172229,8172674,8172451,445
9363,3483402,1,21335443,21337266,21336354,1823
9364,3483402,3,9524147,9524214,9524180,67
9365,3483402,5,2006913,2007745,2007329,832
9366,3483402,5,13635425,13635564,13635494,139
9367,3483403,1,7854491,7854880,7854685,389
9368,3483403,2,6214993,6215132,6215062,139
9369,3483403,4,7518469,7518964,7518716,495
9370,3483403,5,9081030,9081274,9081152,244
9371,3483403,5,24333602,24334507,24334054,905
9372,3483404,1,1425648,1425813,1425730,165
9373,3483404,1,11119785,11120082,11119933,297
9374,3483404,1,26371091,26371807,26371449,716
9375,3483404,3,847759,848845,848302,1086
9376,3483404,3,10735226,10735371,10735298,145
9377,3483404,3,23092030,23092509,23092269,479
9378,3483404,5,19533670,19533838,19533754,168
9379,3483405,1,27700269,27700687,27700478,418
9380,3483405,2,273849,274038,273943,189
9381,3483405,3,17913977,17914851,17914414,874
9382,3483405,4,7266358,7266702,7266530,344
9383,3483405,4,18106135,18106794,18106464,659
9384,3483405,5,8098626,8108936,8103781,10310
9385,3483405,5,14842815,14842870,14842842,55
9386,3483405,5,19165574,19167581,19166577,2007
9387,3483406,1,6875633,6877938,6876785,2305
9388,3483406,1,17477606,17477781,17477693,175
9389,3483406,2,10409936,10410220,10410078,284
9390,3483406,3,17849627,17850322,17849974,695
9391,3483406,5,22334204,22334828,22334516,624
9392,3483407,1,23743949,23744568,23744258,619
9393,3483407,2,12256879,12257376,12257127,497
9394,3483407,3,11997571,11998272,11997921,701
9395,3483407,4,5603257,5603298,5603277,41
9396,3483407,4,14977030,14977526,14977278,496
9397,3483407,5,6392226,6392785,6392505,559
9398,3483407,5,13750276,13750806,13750541,530
9399,3483408,1,19435940,19435944,19435942,4
9400,3483408,2,5956515,5956540,5956527,25
9401,3483408,3,15655904,15656201,15656052,297
9402,3483408,5,15501737,15501868,15501802,131
9403,3483409,1,7004682,7004739,7004710,57
9404,3483409,1,8988175,8988547,8988361,372
9405,3483409,1,17530358,17530389,17530373,31
9406,3483409,1,24554817,24554841,24554829,24
9407,3483409,1,25711960,25712974,25712467,1014
9408,3483409,3,2892205,2892326,2892265,121
9409,3483409,3,10746434,10746595,10746514,161
9410,3483409,3,11225558,11227185,11226371,1627
9411,3483409,4,195726,196614,196170,888
9412,3483409,4,7790174,7790213,7790193,39
9413,3483409,5,7703172,7703201,7703186,29
9414,3483409,5,14526669,14527697,14527183,1028
9415,3483409,5,23058377,23058586,23058481,209
9416,3483410,1,9453979,9455685,9454832,1706
9417,3483410,1,18036884,18037192,18037038,308
9418,3483410,1,25625722,25626097,25625909,375
9419,3483410,2,5925279,5925380,5925329,101
9420,3483410,2,10744041,10744317,10744179,276
9421,3483410,3,12770361,12771252,12770806,891
9422,3483410,4,6991195,6991390,6991292,195
9423,3483410,4,10169024,10169159,10169091,135
9424,3483410,4,17628544,17629291,17628917,747
9425,3483410,5,21893821,21894054,21893937,233
9426,3483411,1,17266212,17266547,17266379,335
9427,3483411,1,22066794,22066818,22066806,24
9428,3483411,2,1438997,1440785,1439891,1788
9429,3483411,2,11589541,11590216,11589878,675
9430,3483411,2,19017749,19019256,19018502,1507
9431,3483411,3,7148341,7148614,7148477,273
9432,3483411,3,11499816,11499916,11499866,100
9433,3483411,4,1209490,1209589,1209539,99
9434,3483411,4,1516194,1517234,1516714,1040
9435,3483411,4,13721022,13723073,13722047,2051
9436,3483411,5,5964137,5964729,5964433,592
9437,3483411,5,20450656,20451057,20450856,401
9438,3483412,1,10578194,10580117,10579155,1923
9439,3483412,2,6590275,6597506,6593890,7231
9440,3483412,3,9132483,9133195,9132839,712
9441,3483412,3,18513032,18513701,18513366,669
9442,3483412,4,408143,408246,408194,103
9443,3483412,5,661207,661229,661218,22
9444,3483412,5,1315573,1316006,1315789,433
9445,3483412,5,3243055,3243073,3243064,18
9446,3483412,5,25035887,25038001,25036944,2114
9447,3483413,1,7854251,7854465,7854358,214
9448,3483413,1,11075313,11076898,11076105,1585
9449,3483413,1,21150402,21150540,21150471,138
9450,3483413,2,7041178,7041221,7041199,43
9451,3483413,3,16566659,16566849,16566754,190
9452,3483413,4,620506,623123,621814,2617
9453,3483413,5,338411,338665,338538,254
9454,3483413,5,18164504,18165618,18165061,1114
9455,3483413,5,25999010,25999166,25999088,156
9456,3483414,1,708773,709476,709124,703
9457,3483414,1,6635348,6636247,6635797,899
9458,3483414,1,27745399,27745640,27745519,241
9459,3483414,2,9753263,9753421,9753342,158
9460,3483414,2,19205183,19205320,19205251,137
9461,3483414,3,8688688,8690574,8689631,1886
9462,3483414,3,19268824,19269156,19268990,332
9463,3483414,4,943204,943394,943299,190
9464,3483414,4,17032191,17032533,17032362,342
9465,3483414,5,13652510,13652592,13652551,82
9466,3483415,1,27106192,27108026,27107109,1834
9467,3483415,2,452248,452544,452396,296
9468,3483415,2,8234120,8235310,8234715,1190
9469,3483415,2,15511012,15512311,15511661,1299
9470,3483415,3,8474396,8474685,8474540,289
9471,3483415,3,21274997,21275415,21275206,418
9472,3483415,4,11613142,11613470,11613306,328
9473,3483415,5,18637845,18639121,18638483,1276
9474,3483415,5,24813021,24813502,24813261,481
9475,3483416,1,2595453,2596142,2595797,689
9476,3483416,1,28957740,28958346,28958043,606
9477,3483416,3,8890647,8891532,8891089,885
9478,3483416,3,20449058,20449136,20449097,78
9479,3483416,4,188702,189437,189069,735
9480,3483416,4,9926386,9926430,9926408,44
9481,3483416,5,9059171,9059347,9059259,176
9482,3483417,1,9993836,9993848,9993842,12
9483,3483417,1,26538046,26539239,26538642,1193
9484,3483417,1,29535307,29536633,29535970,1326
9485,3483417,3,18367185,18367214,18367199,29
9486,3483417,4,5660121,5660231,5660176,110
9487,3483417,4,8789963,8790368,8790165,405
9488,3483417,4,17392002,17392147,17392074,145
9489,3483417,5,19118860,19119700,19119280,840
9490,3483418,1,24617881,24618107,24617994,226
9491,3483418,2,5493687,5508992,5501339,15305
9492,3483418,2,10525197,10525214,10525205,17
9493,3483418,4,8882034,8882170,8882102,136
9494,3483418,5,578351,578423,578387,72
9495,3483418,5,17165576,17165603,17165589,27
9496,3483419,1,10302681,10302981,10302831,300
9497,3483419,2,12784025,12785490,12784757,1465
9498,3483419,3,18866456,18868953,18867704,2497
9499,3483419,5,652039,653377,652708,1338
9500,3483420,1,9094927,9094944,9094935,17
9501,3483420,2,6879650,6879664,6879657,14
9502,3483420,3,10631041,10631098,10631069,57
9503,3483420,3,21065174,21065307,21065240,133
9504,3483420,5,3989084,3989940,3989512,856
9505,3483421,1,2801771,2802301,2802036,530
9506,3483421,1,6870832,6871182,6871007,350
9507,3483421,1,22585044,22586032,22585538,988
9508,3483421,2,7711877,7712869,7712373,992
9509,3483421,3,19016226,19016484,19016355,258
9510,3483421,5,978449,978512,978480,63
9511,3483421,5,21377019,21378398,21377708,1379
9512,3483421,5,25220209,25221905,25221057,1696
9513,3483422,1,702818,703327,703072,509
9514,3483422,1,26767412,26768271,26767841,859
9515,3483422,2,2269335,2269364,2269349,29
9516,3483422,2,11313581,11314783,11314182,1202
9517,3483422,3,9706275,9706957,9706616,682
9518,3483422,3,17005653,17005691,17005672,38
9519,3483422,4,7064930,7065409,7065169,479
9520,3483422,5,6845335,6847192,6846263,1857
9521,3483422,5,25134905,25135356,25135130,451
9522,3483423,1,9101761,9101985,9101873,224
9523,3483423,1,18265498,18265647,18265572,149
9524,3483423,1,29781259,29781590,29781424,331
9525,3483423,2,806790,806977,806883,187
9526,3483423,2,14585003,14585182,14585092,179
9527,3483423,2,18604474,18606226,18605350,1752
9528,3483423,3,7362159,7362707,7362433,548
9529,3483423,3,18608489,18608816,18608652,327
9530,3483423,4,1153348,1154102,1153725,754
9531,3483423,4,17432191,17432639,17432415,448
9532,3483423,5,3505215,3505616,3505415,401
9533,3483424,1,614273,617800,616036,3527
9534,3483424,1,9695933,9696309,9696121,376
9535,3483424,1,11053951,11054181,11054066,230
9536,3483424,1,13079378,13079617,13079497,239
9537,3483424,1,25648968,25649213,25649090,245
9538,3483424,2,11082441,11082800,11082620,359
9539,3483424,3,2434875,2435529,2435202,654
9540,3483424,3,11100706,11102632,11101669,1926
9541,3483424,3,22907368,22908358,22907863,990
9542,3483424,5,8981409,8981546,8981477,137
9543,3483424,5,17805261,17805552,17805406,291
9544,3483424,5,25447525,25448167,25447846,642
9545,3483425,1,12645175,12645355,12645265,180
9546,3483425,2,2902129,2908284,2905206,6155
9547,3483425,3,7646891,7647092,7646991,201
9548,3483425,4,179821,179908,179864,87
9549,3483425,4,7392916,7393687,7393301,771
9550,3483425,5,22621711,22621887,22621799,176
9551,3483426,2,6355635,6356174,6355904,539
9552,3483426,3,10947416,10949969,10948692,2553
9553,3483426,3,16803397,16803415,16803406,18
9554,3483426,4,7433984,7434017,7434000,33
9555,3483426,4,16648788,16649432,16649110,644
9556,3483426,5,23265822,23265827,23265824,5
9557,3483427,1,8046881,8050375,8048628,3494
9558,3483427,1,19043546,19043833,19043689,287
9559,3483427,3,10699274,10699328,10699301,54
9560,3483427,5,15214102,15214304,15214203,202
9561,3483427,5,16294244,16294843,16294543,599
9562,3483427,5,18954506,18954575,18954540,69
9563,3483428,2,997490,997581,997535,91
9564,3483428,2,15154598,15157341,15155969,2743
9565,3483428,3,11102632,11102654,11102643,22
9566,3483428,3,19990482,19991246,19990864,764
9567,3483428,5,829322,829572,829447,250
9568,3483428,5,15261318,15261406,15261362,88
9569,3483429,1,9480823,9480827,9480825,4
9570,3483429,1,25724322,25724742,25724532,420
9571,3483429,2,5816685,5820226,5818455,3541
9572,3483429,2,19351105,19351563,19351334,458
9573,3483429,3,661236,661409,661322,173
9574,3483429,4,5739140,5739244,5739192,104
9575,3483429,5,10381451,10381801,10381626,350
9576,3483429,5,23312159,23312636,23312397,477
9577,3483430,1,17526986,17527731,17527358,745
9578,3483430,1,29522028,29523813,29522920,1785
9579,3483430,2,9578585,9579108,9578846,523
9580,3483430,2,16244080,16246535,16245307,2455
9581,3483430,3,7881253,7881653,7881453,400
9582,3483430,3,10034558,10034655,10034606,97
9583,3483430,4,578631,578775,578703,144
9584,3483430,4,7722364,7722525,7722444,161
9585,3483430,5,4188954,4189090,4189022,136
9586,3483430,5,8679904,8682275,8681089,2371
9587,3483430,5,17935458,17935629,17935543,171
9588,3483431,1,10200716,10201406,10201061,690
9589,3483431,1,19639527,19640966,19640246,1439
9590,3483431,2,2100147,2100174,2100160,27
9591,3483431,3,21295337,21295996,21295666,659
9592,3483431,5,20724592,20724766,20724679,174
9593,3483432,1,9883410,9883491,9883450,81
9594,3483432,1,16730922,16730929,16730925,7
9595,3483432,1,29387658,29387758,29387708,100
9596,3483432,2,10611630,10611728,10611679,98
9597,3483432,3,15880704,15880765,15880734,61
9598,3483432,4,13126375,13128387,13127381,2012
9599,3483432,4,17118843,17119450,17119146,607
9600,3483432,5,3914108,3914246,3914177,138
9601,3483433,1,16913640,16913694,16913667,54
9602,3483433,1,24885934,24886006,24885970,72
9603,3483433,3,1174416,1174871,1174643,455
9604,3483433,3,16814331,16814541,16814436,210
9605,3483433,3,17378404,17378560,17378482,156
9606,3483433,4,5731037,5734505,5732771,3468
9607,3483433,4,9828173,9828952,9828562,779
9608,3483433,5,14628423,14628801,14628612,378
9609,3483434,1,6871474,6871759,6871616,285
9610,3483434,1,7692513,7693014,7692763,501
9611,3483434,1,24528444,24528864,24528654,420
9612,3483434,1,28876392,28877269,28876830,877
9613,3483434,2,992674,993099,992886,425
9614,3483434,2,15687780,15689093,15688436,1313
9615,3483434,3,5176451,5177902,5177176,1451
9616,3483434,3,7866577,7867266,7866921,689
9617,3483434,4,10219483,10219858,10219670,375
9618,3483434,5,13771093,13771616,13771354,523
9619,3483434,5,16238131,16238561,16238346,430
9620,3483435,1,5129240,5129372,5129306,132
9621,3483435,1,13050241,13050494,13050367,253
9622,3483435,1,29838681,29838816,29838748,135
9623,3483435,1,30417499,30417616,30417557,117
9624,3483435,2,9846086,9846129,9846107,43
9625,3483435,4,7854243,7855899,7855071,1656
9626,3483435,5,9878222,9878325,9878273,103
9627,3483435,5,14011038,14011257,14011147,219
9628,3483435,5,26753862,26754269,26754065,407
9629,3483436,1,3801193,3801662,3801427,469
9630,3483436,1,7347555,7347971,7347763,416
9631,3483436,1,12542623,12544302,12543462,1679
9632,3483436,1,24499035,24499381,24499208,346
9633,3483436,2,1641921,1641927,1641924,6
9634,3483436,2,15499000,15499012,15499006,12
9635,3483436,3,1006022,1008270,1007146,2248
9636,3483436,4,5373925,5373979,5373952,54
9637,3483436,5,5833749,5834044,5833896,295
9638,3483436,5,25006335,25006439,25006387,104
9639,3483436,5,25999010,25999166,25999088,156
9640,3483437,1,12659541,12659574,12659557,33
9641,3483437,1,17276219,17276613,17276416,394
9642,3483437,2,14068806,14070175,14069490,1369
9643,3483437,2,15010411,15011517,15010964,1106
9644,3483437,3,3051117,3052691,3051904,1574
9645,3483437,3,17936007,17936672,17936339,665
9646,3483437,5,8756505,8757639,8757072,1134
9647,3483437,5,17584964,17585038,17585001,74
9648,3483437,5,21405235,21406614,21405924,1379
9649,3483438,1,562199,562860,562529,661
9650,3483438,1,3400021,3400376,3400198,355
